venue	lon	lat	countryCode	place	venueLabel	placeLabel	osm_way	website	address	eventVenueType	eventVenueTypeLabel	osm_node	osm_relation
Q100149502			FR	Q30974	Espace Croisé	Rouen				Q1329623	cultural center		
Q100151156	15.7255467	50.5420506	CZ	Q1000467	Dům dětí a mládeže, Hostinné	Hostinné		https://www.zusaddmhostinne.cz/ddm/	Školní 321, 543 71 Hostinné	Q1329623	cultural center		
Q100151730			DE	Q71064	Kulturhaus der Papierfabrik Weißenborn/Erzgebirge	Weißenborn				Q1329623	cultural center		
Q100151783	9.4179	48.69028	DE	Q82346	Quadrium	Wernau			Kirchheimer Staße  68-70, 73249 Wernau (Neckar)	Q1378975	convention center		
Q100159878	12.51137	50.67214	DE	Q20088	Hotel Schützenhaus	Wilkau-Haßlau		https://www.schuetzenhaus-wilkau-hasslau.de/	Culitzscher Straße 26, 08112 Wilkau-Haßlau	Q1329623	cultural center		
Q100234672	10.0878	50.83552	DE	Q13965923	Kulturhaus Dorndorf	Krayenberggemeinde		https://www.krayenberggemeinde.de/verzeichnis/visitenkarte.php?mandat=108052		Q1329623	cultural center		
Q100234683	10.12411	50.82396	DE	Q13965923	Kulturhaus Merkers	Krayenberggemeinde				Q1329623	cultural center		
Q100255698	11.0444	52.1894	DE	Q630423	Kulturhaus Harbke	Harbke		http://www.gemeinde-harbke.de/verzeichnis/objekt.php?mandat=138953	Halberstädter Straße 14, 39365 Harbke	Q1329623	cultural center		
Q100256389			UA		Alliance française Dnipro					Q1329623	cultural center		
Q100257524	11.26571	50.88904	DE	Q630334	Kulturhaus der Zentralklinik Bad Berka	Bad Berka				Q1329623	cultural center		
Q100276569	6.5870359	46.4002116	FR	Q273017	Palais des Festivités	Évian-les-Bains		https://www.evian-tourisme.com/loisir/palais-des-festivites-devian-evian-les-bains/		Q1378975	convention center		
Q100277071	12.59352	51.86919	DE	Q6837	Piesteritzer Hof	Lutherstadt Wittenberg				Q1329623	cultural center		
Q100313532	-97.7083206	26.1998329	US	Q868869	Harlingen Municipal Auditorium	Harlingen		http://www.myharlingen.us/page/arts.home	1204 Fair Park Boulevard, Harlingen, TX 78550	Q230752	auditorium		
Q100322173	7.278359	51.829383	DE	Q6910	Intergeneratives Zentrum	Dülmen			Bült 5, Dülmen	Q1329623	cultural center		
Q100333309	175.0648172	-41.1262047	NZ	Q23661	Expressions Whirinaki Arts and Entertainment Centre	Wellington		https://www.expressions.org.nz/	836 Fergusson Drive, Upper Hutt	Q1329623	cultural center		
Q100333309	175.0648172	-41.1262047	NZ	Q166002	Expressions Whirinaki Arts and Entertainment Centre	Upper Hutt		https://www.expressions.org.nz/	836 Fergusson Drive, Upper Hutt	Q1329623	cultural center		
Q100354282	11.856289	50.90242	DE	Q552692	Kulturhaus Völkerfreundschaft	Hermsdorf			Eisenberger Straße 83, 07629 Hermsdorf	Q1329623	cultural center		
Q100388060	-105.93797	35.67366	US	Q38555	Center for Contemporary Art	Santa Fe		https://ccasantafe.org		Q1329623	cultural center		
Q100407204			IR		Isfahan International Convention Center					Q1378975	convention center		
Q100426422	14.2725794	59.5324198	SE	Q505936	Folkets Hus	Storfors Municipality			Centrumplan 1	Q1329623	cultural center		
Q100426422	14.2725794	59.5324198	SE	Q21704842	Folkets Hus	Storfors			Centrumplan 1	Q1329623	cultural center		
Q100537642	12.16315	50.75204	DE	Q276150	Klubhaus Berga	Berga			Brauhausstraße 15, 07980 Berga	Q1329623	cultural center		
Q1005824	19.06583333	47.50111111	HU	Q284541	“Fészek” Artists’ Club	Budapest District VII				Q1329623	cultural center		
Q100605520	14.5216378	50.0288831	CZ	Q3499395	Ymkárium	Chodov		http://www.ymca.cz/praha/nizkoprahova-sekce/ymkarium/	Konstantinova 1479/1, 149 00 Praha 11	Q1329623	cultural center		
Q100699402	10.07687	52.62136	DE	Q3933	Congress Union Celle	Celle		https://congress-union-celle.de/	Thaerplatz 1, 29221 Celle	Q1378975	convention center		
Q100702262	4.85312	45.76653	FR	Q456	Agora Tête d'or	Lyon				Q1329623	cultural center		
Q100707337	11.64958	53.57529	DE	Q558985	Filmtheater Crivitz	Crivitz			Amtsstraße 2, 19089 Crivitz	Q1329623	cultural center		
Q100707536	-2.10294	57.14801	GB	Q62274582	Cowdray Hall	Aberdeen City				Q230752	auditorium		
Q100740507	174.9846394	-40.920647	NZ	Q1533839	Te Raukura ki Kāpiti	Kāpiti Coast District		https://teraukura.nz/	32 Raumati Road, Raumati Beach, Paraparaumu 5032	Q1329623	cultural center		
Q100783664	11.544983333333	51.520783333333	DE	Q484870	Kulturhaus der Mansfelder Bergarbeiter	Lutherstadt Eisleben			Friedensstraße 12–16, 06295 Lutherstadt Eisleben	Q1329623	cultural center		
Q100784755	12.18901	50.60759	DE	Q46859	Kulturhaus Coschütz	Elsterberg		http://www.kulturhaus-fischer.de/	Friedensstrasse 38, 07985 Elsterberg	Q1329623	cultural center		
Q100786647	12.94952	51.04649	DE	Q70954	Kulturhaus Neues Leben	Erlau				Q1329623	cultural center		
Q100901701	21.4393553	50.2951912	PL	Q658861	Dom Kultury, Mielec	Mielec		https://www.kultura.mielec.pl/strona-3378-dom_kultury.html	aleja Niepodległości 7, 39-300 Mielec	Q1329623	cultural center		
Q100925848			FR		Aimé Gileni Cultural Centre			http://www.aimargues.fr/Je-me-detends/Centre-culturel-Aime-Gileni/Centre-culturel		Q1329623	cultural center		
Q100945436	14.572422	51.603846	DE	Q623917	Kulturinsel Friedrichshain	Felixsee			Marienbergstraße 1, 03130 Felixsee	Q1329623	cultural center		
Q100965345	4.7941083	43.9660075	FR	Q269113	La Chartreuse	Villeneuve-lès-Avignon		https://chartreuse.org		Q1329623	cultural center		
Q100968694	14.429022	50.076708	CZ	Q753219	Sokol house of Sokol Pražský	New Town			Sokolská 1437/43, Nové Město	Q1329623	cultural center		
Q100980018	13.70861	51.62977	DE	Q588905	Town hall of Finsterwalde	Finsterwalde			Markt 1, 03238 Finsterwalde	Q1329623	cultural center		
Q100997545	-86.4801649	31.3081598	US	Q489765	Lower Alabama Arts Coalition	Andalusia		http://www.laacartscenter.org/	209 East Three Notch Street, Andalusia, AL 36420	Q1329623	cultural center		
Q100997985	11.0031812	50.52262	DE	Q688697	Kulturhaus Goldisthal	Goldisthal		http://www.goldisthal.de/kulturhaus.html	Hauptstraße 16a, 98746 Goldisthal	Q1329623	cultural center		
Q100997994	13.17945	50.7718	DE	Q57776	Kulturhaus Borstendorf	Grünhainichen			August-Bebel-Straße 64, 09579 Grünhainichen	Q1329623	cultural center		
Q101063834	12.7677648	50.4952069	DE	Q57731	Club-Haus Antonshöhe	Breitenbrunn/Erzgebirge				Q1329623	cultural center		
Q101064318	2.59589	48.87794	FR	Q272916	Centre Culturel de Chelles	Chelles		https://www.theatredechelles.fr/	Place des Martyrs de Châteaubriant, 77500 Chelles	Q1329623	cultural center		
Q101069502	5.00343	45.76491	FR	Q637853	Espace Culturel François-Mitterrand	Meyzieu		http://www.bm-meyzieu.fr/	27, rue Louis-Saulnier, 69330 Meyzieu	Q1329623	cultural center		
Q101084167	135.75583333333	34.9775	JP	Q1154649	Kyoto Terrsa	Minami-ku		https://www.kyoto-terrsa.or.jp/		Q1378975	convention center		
Q101084167	135.75583333333	34.9775	JP	Q1154649	Kyoto Terrsa	Minami-ku		https://www.kyoto-terrsa.or.jp/floor_map/en.php		Q1378975	convention center		
Q101086338	-2.0677373	46.7815608	FR	Q835202	Palais des Congrès Odysséa	Saint-Jean-de-Monts		https://saintjeandemonts-congres.com/	67, esplanade de la Mer, 85160 Saint-Jean-de-Monts	Q1378975	convention center		
Q101146323	-99.136547	19.433001	MX	Q1489	Casino Español de México	Mexico City		http://casinoespanolmexico.com/		Q1329623	cultural center		
Q101223935			RS	Q204475	Sokol house in Sombor	Sombor				Q1329623	cultural center		
Q101236770	12.10974	54.08615	DE	Q2861	Arno Esch lecture hall building	Rostock			Ulmenstraße 69, Haus 8, 18057 Rostock	Q230752	auditorium		
Q101236770	12.10974	54.08615	DE	Q2861	Arno Esch lecture hall building	Rostock			Ulmenstraße 69, Haus 8, 18057 Rostock	Q253275	lecture hall		
Q101244768	2.8115277777778	41.985805555556	ES	Q7038	Auditori-Palau de Congressos de Girona	Girona		https://auditori.girona.cat/cat/index.php	Passeig de la Devesa, 35, 17001 Girona	Q1378975	convention center		
Q101246009	15.3927328	50.1315189	CZ	Q56413018	Kulturní dům Žiželice	Q56413018				Q1329623	cultural center		
Q101417751			BG	Q170415	Alliance française Stara Zagora	Stara Zagora		http://www.afbg.org/bg/bg_stara_zagora		Q1329623	cultural center		
Q1015062	7.65927778	47.61083333	DE	Q6855	Burghof Lörrach	Lörrach		http://www.burghof.com/		Q1329623	cultural center		
Q101647424			DE	Q590130	Kulturhaus Kruge	Falkenberg				Q1329623	cultural center		
Q101647533			DE	Q584485	Darre	Lieberose				Q1329623	cultural center		
Q1017078	115.89556111111	-31.960830555556	AU	Q3183	Crown Perth	Perth		https://www.crownperth.com.au/	Great Eastern Hwy, Burswood WA 6100	Q1378975	convention center		
Q102045812	15.5558897	50.622975	CZ	Q11876039	Sokol house in Valteřice	Valteřice		https://www.facebook.com/TJ-Sokol-Valte%C5%99ice-270393129982946	Valteřice 156, 514 01 Horní Branná	Q1329623	cultural center		
Q102046849	14.611914	50.935517	DE	Q165195	Rosa-Luxemburg-Straße 4	Seifhennersdorf			Rosa-Luxemburg-Straße 4	Q1329623	cultural center		
Q102047133	4.42916	46.80564	FR	Q329664	L'ARC - Scène Nationale	Le Creusot		http://www.larcscenenationale.fr/		Q1329623	cultural center		
Q102055172	130.40347222222	33.6045	JP	Q1330839	Fukuoka International Congress Center	Hakata-ku		https://www.marinemesse.or.jp/eng/congress/		Q1378975	convention center		
Q102055172	130.40347222222	33.6045	JP	Q1330839	Fukuoka International Congress Center	Hakata-ku		https://www.marinemesse.or.jp/cn/congress/		Q1378975	convention center		
Q102055172	130.40347222222	33.6045	JP	Q1330839	Fukuoka International Congress Center	Hakata-ku		https://www.marinemesse.or.jp/congress/		Q1378975	convention center		
Q102055172	130.40347222222	33.6045	JP	Q1330839	Fukuoka International Congress Center	Hakata-ku		https://www.marinemesse.or.jp/kr/congress/		Q1378975	convention center		
Q1021107	7.13099	50.9911	DE	Q3117	Bürgerhaus Bergischer Löwe	Bergisch Gladbach		https://www.bergischerloewe.de/		Q1329623	cultural center		
Q1021113	10.163257	53.651574	DE	Q1633	Bürgerhaus Koralle	Wandsbek		https://www.korallekino.de/	Kattjahren 1, 22359 Hamburg	Q1329623	cultural center		
Q102176651	-1.7921	46.494580555556	FR	Q50810269	Centre de Congrès Les Atlantes	Les Sables-d'Olonne		https://www.centredecongres-lesatlantes.com/		Q1378975	convention center		
Q102176651	-1.7921	46.494580555556	FR	Q50810269	Centre de Congrès Les Atlantes	Les Sables-d'Olonne		https://www.centredecongres-lesatlantes.com/		Q1329623	cultural center		
Q102184998	4.8482296574401	45.782380877741	FR	Q456	Palais de Congrès de Lyon	Lyon			quai Achille-Lignon, Lyon	Q1378975	convention center		
Q102189039	14.519565	50.0484536	CZ	Q3563211	Rodinné centrum Mateřídouška	Hostivař		https://www.toulcuvdvur.cz/rc-materidouska	Kubatova 32/1, 102 00 Praha 10 - Hostivař	Q1329623	cultural center		
Q102225574	43.07115	55.954	RU	Q177839	Palace of Culture Pavlovo	Pavlovo		http://dk-pavlovo.ru/	Коммунистическая улица 55, 606100 Павлово	Q1329623	cultural center		
Q102225948	61.35917	54.44205	RU	Q1294073	"Rayonny Dom Kultury ""Gornyak"""	Uvelsky (rural locality)		https://rdk-gornak.chel.muzkult.ru/		Q1329623	cultural center		
Q102249700	103.8352474	52.5087149	RU	Q103565	Dvorets Kultury Sovremennik	Angarsk		http://xn--b1adeapienkafzk.xn--p1ai/	181 квартал, 1,  г. Ангарск	Q1329623	cultural center		
Q102249783	103.8871409	52.5444859	RU	Q103565	Dvorets Kultury Neftekhimik	Angarsk		https://www.dkn38.ru/	ул. Ленина, 25, Ангарск, Иркутская обл., 665830	Q1329623	cultural center		
Q1023021	-4.2649972222222	55.865863888889	GB	Q55934339	Centre for Contemporary Arts	Glasgow City		http://www.cca-glasgow.com		Q1329623	cultural center	280211473	
Q1023034	6.74127	51.2561	DE	Q1718	CCD Congress Center Düsseldorf	Düsseldorf				Q1378975	convention center		
Q102327023	6.81958	47.44454	FR	Q983818	Centre Culturel Polyvalent de Mandeure	Mandeure		http://ascbm.fr/	Rue des Lannes 25350 Mandeure	Q1329623	cultural center		
Q102328073	0.87729320960808	43.732613487152	FR	Q380495	Foyer Rural	Mauvezin		http://www.foyerruraldemauvezin.sitew.fr/		Q1329623	cultural center		
Q102400800	25.44991	37.03989	GR	Q1242834	Bazeos Tower	Naxos and Lesser Cyclades Municipality		http://www.bazeostower.gr/eng/		Q1329623	cultural center		
Q102423106	51.167498260719	43.6360308	KZ	Q198989	Palace of Culture Abay	Aktau				Q1329623	cultural center		
Q102423313	57.14212	50.31724	KZ	Q477232	Metal Workers' Palace of Culture	Aktobe				Q1329623	cultural center		
Q102423406	66.9106434	50.2542465	KZ	Q698941	"Palace of Culture ""Miner"""	Arkalyk				Q1329623	cultural center		
Q102426451	72.8281	49.80227	KZ	Q1703483	Saran House of Culture	Saran		https://cultural-center-418.business.site/		Q1329623	cultural center		
Q102442897	26.4276575	55.6006501	LT	Q203892	Visagino kultūros centras	Visaginas		http://visaginokultura.lt/	Vilties g. 5, LT-31118 Visaginas	Q1329623	cultural center		
Q102446426	28.85971	47.04301	MD	Q21197	Palatul de cultură al sindicatelor	Chișinău				Q1329623	cultural center		
Q102467658	36.26721	49.98767	UA	Q42308	Kinoteatr Pobeda	Kharkiv			просп. Московский, 94	Q1329623	cultural center		
Q102476711	33.614763	49.9714425	UA	Q161961	Palace Kulturi Kurortu	Myrhorod		http://mirgorodkurort.ua/uk/content/%D0%BF%D0%B0%D0%BB%D0%B0%D1%86-%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B8-%D0%BA%D1%83%D1%80%D0%BE%D1%80%D1%82%D1%83-%D0%BC%D0%B8%D1%80%D0%B3%D0%BE%D1%80%D0%BE%D0%B4		Q1329623	cultural center		
Q102480086	34.805444433128	44.825257940516	UA	Q7830	House of Culture of Mosrkoye	Sudak		http://sudakclub.ru/	с. Морское, ул. Маяковского, 1, Судак	Q1329623	cultural center		
Q102480086	34.805444433128	44.825257940516	RU	Q7830	House of Culture of Mosrkoye	Sudak		http://sudakclub.ru/	с. Морское, ул. Маяковского, 1, Судак	Q1329623	cultural center		
Q102544269	2.10234	13.51932	NE	Q3674	American Center	Niamey				Q1329623	cultural center		
Q1026041	-3.692897	40.410905	ES	Q1763376	CaixaForum Madrid	Centro	286816147	https://caixaforum.es/es/madrid/home		Q1329623	cultural center		
Q10274946	-43.131305555556	-22.899305555556	BR	Q178725	Estação Cantareira	Niterói				Q1329623	cultural center		
Q10274949	-34.8452854	-7.1221253	BR	Q167436	Espaço Cultural José Lins do Rego	João Pessoa				Q1378975	convention center		
Q10274949	-34.8452854	-7.1221253	BR	Q167436	Espaço Cultural José Lins do Rego	João Pessoa				Q1329623	cultural center		
Q10276249	-48.50014	-1.448605	BR	Q12829733	Estação das Docas	Belém	428816742	http://www.estacaodasdocas.com.br	Av. Mal. Hermes, S/N - Campina, Belém - PA, 66010-020	Q1329623	cultural center		
Q10283938	-38.503276	-12.962644	BR	Q36947	Fort of Saint Antony Além‐do‐Carmo	Salvador				Q1329623	cultural center		
Q10284167	113.27391	23.19121	CN	Q80946	Guangzhou Baiyun International Convention Center	Baiyun District		https://www.lnhotels.com/brand_df/hotels/index/hotel_id/6.html	白云大道南1039至1045号	Q1378975	convention center		
Q10286934	-9.1013916666667	38.743847222222	PT	Q1786435	Fábrica Braço de Prata	Marvila		https://www.bracodeprata.com		Q1329623	cultural center		
Q10304178	121.44416667	25.04722222	TW	Q373768	Xinzhuang Culture and Arts Center	新莊區		http://en.xzcac.ntpc.gov.tw/		Q1329623	cultural center		
Q10323209	-2.2058945	47.2727927	FR	Q152027	Maison des Écrivains Étrangers et Traducteurs de Saint-Nazaire	Saint-Nazaire		https://www.meetingsaintnazaire.com	1 Bd René Coty, Saint-Nazaire, França	Q1329623	cultural center		
Q1032510	20.47485278	46.21414444	HU	Q240504	Hagymaház	Makó			Posta utca 4, 6900 Makó	Q1329623	cultural center		
Q10327261	-8.58078333	41.160425	PT	Q1030214	Matadouro Industrial do Porto	Campanhã				Q1329623	cultural center		
Q10328533	-43.17352	-22.92195	BR	Q8678	Memorial Getúlio Vargas (Rio de Janeiro)	Rio de Janeiro				Q1329623	cultural center		
Q1033037	14.540278	61.2075	SE	Q504630	Orsa Grönklitt	Orsa Municipality		http://www.orsagronklitt.se/		Q1378975	convention center	2658054193	
Q10332258	-54.620129059437	-20.464311511826	BR	Q168929	Morada dos Baís	Campo Grande			Av. Noroeste, n° 5140 - Centro	Q1329623	cultural center		
Q10333118	-46.6275	-23.51777778	BR	Q175	Multimídia Trade Center	São Paulo				Q1378975	convention center		
Q1033700	2.3234722222222	48.857611111111	FR	Q259463	Maison de l'Amérique latine	7th arrondissement of Paris		https://www.mal217.org		Q1329623	cultural center		
Q1033705	2.3124016666667	48.872393055556	FR	Q270230	Canadian cultural centre	8th arrondissement of Paris		https://canada-culture.org/	130, rue Faubourg Saint-Honoré, 75008 Paris	Q1329623	cultural center		
Q10341623			CN	Q807078	Yangjialing Central Auditorium	Baota District				Q230752	auditorium		
Q10344074	-50.8738403	-29.3789228	BR	Q694833	Cine Embaixador	Gramado			Avenida Borges de Medeiros 2697, Gramado RS 95670-000	Q1329623	cultural center		
Q10345489	-8.42273611	41.54098889	PT	Q83247	Forum Braga	Braga				Q1378975	convention center		
Q10345490	-38.3626869	-12.9238129	BR	Q36947	Parque de Exposições de Salvador	Salvador		http://www.seagri.ba.gov.br/parque-exposicoes	Av. Luis Viana Filho (Av. Paralela) s/n, 0 41130-53 Salvador, Brasil	Q1378975	convention center		
Q1034684	8.47278	49.4975	DE	Q2119	Capitol	Mannheim		http://www.capitol-mannheim.de	Waldhofstraße 2, 68169 Mannheim	Q1329623	cultural center		
Q1034687	8.75658	50.1094	DE	Q3042	Capitol	Offenbach am Main				Q1329623	cultural center	335954073	
Q10346959	25.7588	62.2393	FI	Q134620	Paviljonki (Jyväskylä)	Jyväskylä				Q1378975	convention center		
Q10347032	-8.828039	41.693754	PT	Q20059675	Paços Municipais de Viana do Castelo	Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela				Q1329623	cultural center		
Q10348902	-16.91731667	32.64387778	PT	Q2190091	Pestana Casino Park	Sé				Q1378975	convention center		
Q10353446			BR	Q175	Praça das Artes	São Paulo		http://theatromunicipal.org.br/espaco/praca-das-artes/		Q1329623	cultural center		
Q1036594	7.844163	47.997206	DE		Carl-Schurz-Haus			http://www.carl-schurz-haus.de/		Q1329623	cultural center	3952858172	
Q10366512	-46.612722222222	-23.496583333333	BR	Q175	SESC Santana	São Paulo		http://www.sescsp.org.br/unidades/38_SANTANA/		Q1329623	cultural center		
Q10366514	-46.311722222222	-23.975583333333	BR		Sesc Santos			https://www.sescsp.org.br/unidades/20_SANTOS		Q1329623	cultural center		
Q10368094	-51.2304389	-30.0289817	BR	Q40269	Farol Santander	Porto Alegre	129176996	http://www.farolsantander.com.br	Rua Sete de Setembro, 1028 - Centro Histórico, Porto Alegre - RS, 90010-191	Q1329623	cultural center		
Q10369342	-51.1785	-29.1676	BR		Sede Social do Clube Juvenil					Q1329623	cultural center		
Q10370533	-43.934	-19.92025	BR	Q42800	Serraria Souza Pinto	Belo Horizonte			Praça Rui Barbosa - Centro	Q1329623	cultural center		
Q10373012	-35.2088547	-5.7822816	BR	Q131620	Solar Bela Vista	Natal				Q1329623	cultural center		
Q10373013	-8.598504	41.072103	PT	Q913298	Solar Condes de Resende	Canelas, Vila Nova de Gaia				Q1329623	cultural center		
Q10375751	-48.495718	-1.46359	BR	Q12829733	Espaço São José Liberto	Belém		https://saojoseliberto.com.br/	Praça Amazonas, s/n - Jurunas, Belém - PA, 66025-070	Q1329623	cultural center		
Q10378870	-25.66625	37.7418	PT	Q2198243	Teatro Micaelense	São Sebastião	125959125	http://www.teatromicaelense.pt/		Q1329623	cultural center		
Q10380161	-46.69646	-23.52154	BR	Q3429727	Tendal da Lapa	Lapa District				Q1329623	cultural center		
Q10380161	-46.69646	-23.52154	BR	Q174	Tendal da Lapa	São Paulo				Q1329623	cultural center		
Q103842873	53.20462	56.85317	RU	Q5426	"Palace of Culture ""Metallurgist"""	Izhevsk				Q1329623	cultural center		
Q103842946	32.44765	67.18203	RU	Q144264	"Palace of Culture ""Metallurgist"""	Kandalaksha		https://www.dkkandalaksha.ru/		Q1329623	cultural center		
Q103843155	7.3664911134962	47.7443694696	FR	Q148775	Centre culturel L'Aronde	Riedisheim		http://www.laronde-riedisheim.fr/	20, rue d'Alsace, 68400 Riedisheim	Q1329623	cultural center		
Q103858246	40.91871	57.77889	RU	Q2592	Concert and Art Centre Gubernsky	Kostroma			ул. Депутатская, 49, 156002 Кострома	Q1329623	cultural center		
Q103861042	92.9821621	56.0177311	RU	Q919	Palace of Culture May 1st	Krasnoyarsk		https://dkmaya.ru/	ул. Юности, 16, 660014 Красноярск	Q1329623	cultural center		
Q103862108	150.80641	59.56414	RU	Q7968	Cultural Centre of Magadan	Magadan		https://mck49.ru/	685000, г. Магадан, пр-кт Карла Маркса, 35	Q1329623	cultural center		
Q10387488	119.360384	26.03058	CN	Q10930095	Fuzhou Strait International Conference & Exhibition Center	Chengmen Town				Q1378975	convention center		
Q103904630	59.94335	56.90652	RU	Q19157	Palace of Culture of the Pervouraslk New Pipe Plant	Pervouralsk		http://dkpntz.ru/	623 109, Свердловская область, г.Первоуральск, ул. Ватутина 45-а	Q1329623	cultural center		
Q103928911	45.175626694444	54.1855935	RU	Q5343	Republican Palace of Culture	Saransk				Q1329623	cultural center		
Q103929635	45.9132133	51.4699441	RU	Q5332	Chemical Workers' House of Culture	Saratov		http://dkhimikov64.ru/	ул. Азина, 34, Саратов, Саратовская обл., 410022	Q1329623	cultural center		
Q103930431	56.1154821	54.805962	RU	Q911	Motor Builders' Palace of Culture	Ufa		http://www.umpo.ru/sotsialnaya-politika/sotsialnye-kompleksy/dk-motorostroitel/	г. Уфа, ул. Машиностроителей, 10	Q1329623	cultural center		
Q103933413	44.666056183965	43.049822796633	RU	Q5239	"Palace of Culture ""Metallurgist"""	Vladikavkaz			ул. Иристонская, 3, Владикавказ, Северная Осетия-Алания республика, 362021	Q1329623	cultural center		
Q103936041	60.5805053	56.8376388	RU	Q887	Youth Palace	Yekaterinburg		https://dm-centre.ru/	просп. Ленина, 1, Екатеринбург, Свердловская обл., 620014	Q1329623	cultural center		
Q10402532	11.93283	57.70696	SE	Q21566652	Aftonstjärnan	Brämaregården				Q1329623	cultural center		
Q10402532	11.93283	57.70696	SE	Q52502	Aftonstjärnan	Gothenburg Municipality				Q1329623	cultural center		
Q104029235	-9.311286	38.692132	PT	Q18356251	Palácio do Egipto	Oeiras e São Julião da Barra, Paço de Arcos e Caxias	179864404	https://www.cm-oeiras.pt/pt/descobrir/cultura/exposicoes/Paginas/palacio_do_egipto.aspx		Q1329623	cultural center		
Q104030071	18.142388246676	48.937831642598	SK	Q249935	Panorex	Nová Dubnica	52011881	https://tv-program.aktuality.sk/program-kina/nova-dubnica/kino-panorex/	SNP 7/15, 018 51 Nová Dubnica	Q1329623	cultural center		
Q104051682	13.23127	51.69247	DE	Q544699	Kreiskulturhaus Herzberg	Herzberg (Elster)				Q1329623	cultural center		
Q104094396	11.11511	51.16552	DE	Q530794	Kulturhaus 1. Mai	Sömmerda				Q1329623	cultural center		
Q104117415	20.97244	52.21513	PL	Q1017790	10 Rokosowska Street in Warsaw	Ochota			ul. Rokosowska 10, 02-348 Warszawa	Q1329623	cultural center		
Q104119937	-9.141625	38.7414	PT	Q501847	Edifício-sede da Caixa Geral de Depósitos, CGD, na Avenida João XXI	Areeiro				Q1329623	cultural center		
Q104119937	-9.141625	38.7414	PT	Q501847	Edifício-sede da Caixa Geral de Depósitos, CGD, na Avenida João XXI	Areeiro				Q230752	auditorium		
Q104126371	5.4902777777778	50.981944444444	BE	Q189692	Steenkoolmijn Winterslag	Genk			Brikkenovenstraat 48-50	Q1329623	cultural center		
Q104156366	10.5302244	44.6941847	IT	Q111169	Multiplo Centro Cultura Cavriago	Cavriago		https://www.comune.cavriago.re.it/multiplo/	Via Della Repubblica 23, 42020 Cavriago	Q1329623	cultural center		
Q104156366	10.5302244	44.6941847	IT	Q111169	Multiplo Centro Cultura Cavriago	Cavriago		https://www.comune.cavriago.re.it/multiplo/	Via della Repubblica 23	Q1329623	cultural center		
Q104156366	10.5302244	44.6941847	IT	Q111169	Multiplo Centro Cultura Cavriago	Cavriago		https://www.comune.cavriago.re.it/multiplo/	Via Della Repubblica 23, 42025 Cavriago	Q1329623	cultural center		
Q104200178	2.3699359	48.868381	FR	Q169293	Paname Art Café	11th arrondissement of Paris		https://www.panameartcafe.com/		Q230752	auditorium		
Q10420923	15.85638889	57.67472222	SE	Q505057	Astrid Lindgren Museum	Vimmerby		http://www.astridlindgrensnas.se/		Q1329623	cultural center	290372554	
Q104217204	-1.3266559	43.7516196	FR	Q606970	Espace Culturel Roger Hanin	Soustons		https://www.mairie-soustons.fr/index.php/to-culture/programmation-de-la-saison-culturelle	place des Arènes, 40140 Soustons	Q1329623	cultural center		
Q104244430	-8.415615	41.546284	PT	Q18462132	Mercado Municipal do Carandá	Braga (São José de São Lázaro e São João do Souto)				Q1329623	cultural center		
Q10429642	13.82111111	58.40277778	SE	Q501452	Billingehus	Skövde Municipality		https://billingehus.com		Q1378975	convention center		
Q10429749	18.0526	59.29747	SE	Q506250	Biograf Forum	Stockholm			Hjälmarsvägen 26	Q1329623	cultural center	442049900	
Q104309526	2.9313957	49.9300763	FR	Q217768	Espace Mac Orlan	Péronne			4, avenue de la République, 80200 Péronne	Q1329623	cultural center		
Q104383248	2.301	48.862	FR	Q259463	Centre culturel et spirituel orthodoxe russe	7th arrondissement of Paris		https://centrerusbranly.mid.ru/fr_FR/		Q1329623	cultural center		
Q104383248	2.301	48.862	FR	Q259463	Centre culturel et spirituel orthodoxe russe	7th arrondissement of Paris		https://centrerusbranly.mid.ru/		Q1329623	cultural center		
Q104503731	-0.97881179476866	37.609384160631	ES	Q162615	Centro Cultural Ramón Alonso Luzzy	Cartagena	77213369		Calle de Jacinto Benavente, 7	Q1329623	cultural center		
Q104531152	16.6294822	49.2115897	CZ	Q12020978	Orel House in Brno-Husovice	Husovice			Vranovská 1033/93, 61400 Brno - Husovice	Q1329623	cultural center		
Q104542974	20.7193441	50.4617904	PL	Q256782	Buskie Samorządowe Centrum Kultury	Busko-Zdrój		https://www.bsck.busko.pl/	aleja Adama Mickiewicza 22, 28-100 Busko-Zdrój	Q1329623	cultural center		
Q104587618	4.05792	49.24828	FR	Q41876	Maison commune du Chemin-Vert	Reims				Q1329623	cultural center		
Q104627811	49.208055	55.747705	RU	Q4377895	Chulpan Cultural Center	Privolzhsky District				Q1329623	cultural center		
Q104627811	49.208055	55.747705	RU	Q900	Chulpan Cultural Center	Kazan				Q1329623	cultural center		
Q104627811	49.208055	55.747705	RU	Q5481	Chulpan Cultural Center	Tatarstan				Q1329623	cultural center		
Q10463492			SE	Q25412	Culturen	Västerås				Q1329623	cultural center		
Q104638343	14.8235	51.29577	DE	Q165160	Gasthof zum Stern	Niesky			Muskauer Straße 21, 02906 Niesky	Q1329623	cultural center		
